CollectionCode	HMS	StructuredFormula	StructureType	Authors	CellParameter	CellVolume	Temperature	Pressure	PublicationYear	Quality	
56389	F d -3 m S	(Mn1.25 Mg0.75) (Fe0.5 Sb0.5) O4	MgAl2O4	Dunn, P.J.; Peacor, D.R.; Criddle, A.J.; Stanley, C.J.	8.640(1) 8.64 8.64 90. 90. 90.	644.97	293.00	0.101325	1988	-1	
70024	F d -3 m S	Li Ni0.3 Mg0.2 Mn1.5 O4	MgAl2O4	Lagrange, P.; Guerard, D.; Herold, A.	8.179(3) 8.179(3) 8.179(3) 90. 90. 90.	547.14	293.00	0.101325	1992	-1	
70025	F d -3 m S	Li Ni0.5 Mn1.2 Ti0.3 O4	MgAl2O4	Lagrange, P.; Guerard, D.; Herold, A.	8.204(5) 8.204(5) 8.204(5) 90. 90. 90.	552.18	293.00	0.101325	1992	-1	
70026	F d -3 m S	Li Ni0.5 Mn1.1 Ti0.4 O4	MgAl2O4	Lagrange, P.; Guerard, D.; Herold, A.	8.218(3) 8.218(3) 8.218(3) 90. 90. 90.	555.01	293.00	0.101325	1992	-1	
70027	F d -3 m S	Li Ni0.5 Mn1.0 Ti0.5 O4	MgAl2O4	Lagrange, P.; Guerard, D.; Herold, A.	8.232(5) 8.232(5) 8.232(5) 90. 90. 90.	557.85	293.00	0.101325	1992	-1	
70028	F d -3 m S	Li Ni0.5 Mn0.8 Ti0.7 O4	MgAl2O4	Lagrange, P.; Guerard, D.; Herold, A.	8.262(3) 8.262(3) 8.262(3) 90. 90. 90.	563.97	293.00	0.101325	1992	-1	
70029	F d -3 m S	Li Ni0.5 Mn0.5 Ti1.0 O4	MgAl2O4	Lagrange, P.; Guerard, D.; Herold, A.	8.304(3) 8.304(3) 8.304(3) 90. 90. 90.	572.61	293.00	0.101325	1992	-1	
70030	F d -3 m S	Li Ni0.5 Mn0.3 Ti1.2 O4	MgAl2O4	Lagrange, P.; Guerard, D.; Herold, A.	8.324(3) 8.324(3) 8.324(3) 90. 90. 90.	576.76	293.00	0.101325	1992	-1	
70031	F d -3 m S	Li Ni0.5 Mn0.15 Ti1.35 O4	MgAl2O4	Lagrange, P.; Guerard, D.; Herold, A.	8.350(6) 8.350(6) 8.350(6) 90. 90. 90.	582.18	293.00	0.101325	1992	-1	
154824	F d -3 m S	Cu0.6 Mn1.68 Ni0.48 Co0.24 O4	MgAl2O4	Kukuruznyak, D.A.; Moyer, J.G.; Nguyen, N.T.; Stern, E.A.; Ohuchi, F.S.	8.322 8.322 8.322 90. 90. 90.	576.35	293.00	0.101325	2006	-1	
186050	F d -3 m S	(Fe0.72 Zn0.21 Mn0.07) (Fe1.28 Zn0.29 Mg0.40 Mn0.03) O4	MgAl2O4	Mohseni, H.; Shokrollahi, H.; Sharifi, I.; Gheisari, K.	8.403 8.403 8.403 90. 90. 90.	593.34	293.00	0.101325	2012	-1	
186051	F d -3 m S	(Fe0.54 Zn0.32 Mn0.14) (Fe1.46 Zn0.18 Mg0.30 Mn0.06) O4	MgAl2O4	Mohseni, H.; Shokrollahi, H.; Sharifi, I.; Gheisari, K.	8.423 8.423 8.423 90. 90. 90.	597.59	293.00	0.101325	2012	-1	
186052	F d -3 m S	(Fe0.45 Zn0.37 Mn0.18) (Fe1.55 Zn0.13 Mg0.20 Mn0.12) O4	MgAl2O4	Mohseni, H.; Shokrollahi, H.; Sharifi, I.; Gheisari, K.	8.437 8.437 8.437 90. 90. 90.	600.57	293.00	0.101325	2012	-1	
186053	F d -3 m S	(Fe0.41 Zn0.40 Mn0.19) (Fe1.59 Zn0.10 Mg0.10 Mn0.21) O4	MgAl2O4	Mohseni, H.; Shokrollahi, H.; Sharifi, I.; Gheisari, K.	8.449 8.449 8.449 90. 90. 90.	603.14	293.00	0.101325	2012	-1	
188099	F d -3 m S	(Mn0.55 Zn0.45) (Fe1.99 Gd0.01 O4)	MgAl2O4	Islam, R.; Hakim, M.A.; Rahman, M.O.; Narayan Das, H.; Mamun, M.A.	8.4683 8.4683 8.4683 90. 90. 90.	607.28	293.00	0.101325	2013	-1	
188100	F d -3 m S	(Mn0.55 Zn0.45) (Fe1.97 Gd0.03 O4)	MgAl2O4	Islam, R.; Hakim, M.A.; Rahman, M.O.; Narayan Das, H.; Mamun, M.A.	8.4717 8.4717 8.4717 90. 90. 90.	608.01	293.00	0.101325	2013	-1	
188101	F d -3 m S	(Mn0.55 Zn0.45) (Fe1.95 Gd0.05 O4)	MgAl2O4	Islam, R.; Hakim, M.A.; Rahman, M.O.; Narayan Das, H.; Mamun, M.A.	8.4725 8.4725 8.4725 90. 90. 90.	608.18	293.00	0.101325	2013	-1	
188102	F d -3 m S	(Mn0.55 Zn0.45) (Fe1.92 Gd0.08 O4)	MgAl2O4	Islam, R.; Hakim, M.A.; Rahman, M.O.; Narayan Das, H.; Mamun, M.A.	8.4750 8.4750 8.4750 90. 90. 90.	608.72	293.00	0.101325	2013	-1	
194741	F d -3 m S	Na0.85 (Mn1.5 Ni0.5) (O3.8 F0.2)	ZnTi1.5O4	Kim, J.R.; Amatucci, G.G.	8.414(2) 8.414(2) 8.414(2) 90. 90. 90.	595.67	293.00	0.101325	2015	-1	
194742	F d -3 m S	Na0.95 (Mn1.5 Ni0.5) (O3.8 F0.2)	MgAl2O4	Kim, J.R.; Amatucci, G.G.	8.426(1) 8.426(1) 8.426(1) 90. 90. 90.	598.22	293.00	0.101325	2015	-1	
194743	F d -3 m S	Na0.965 (Mn1.5 Ni0.5) (O3.8 F0.2)	MgAl2O4	Kim, J.R.; Amatucci, G.G.	8.446(2) 8.446(2) 8.446(2) 90. 90. 90.	602.49	293.00	0.101325	2015	-1	
215049	F d -3 m S	Mg0.175 Sr0.025 Mn0.8 Fe2 O4	MgAl2O4	Amer, M.A.; Meaz, T.M.; Hashhash, A.; Attalah, S.S.; Ghoneim, A.I.	8.452 8.452 8.452 90. 90. 90.	603.78	293.00	0.101325	2015	-1	
215050	F d -3 m S	Mg0.15 Sr0.05 Mn0.8 Fe2 O4	MgAl2O4	Amer, M.A.; Meaz, T.M.; Hashhash, A.; Attalah, S.S.; Ghoneim, A.I.	8.474 8.474 8.474 90. 90. 90.	608.51	293.00	0.101325	2015	-1	
215051	F d -3 m S	Mg0.125 Sr0.075 Mn0.8 Fe2 O4	MgAl2O4	Amer, M.A.; Meaz, T.M.; Hashhash, A.; Attalah, S.S.; Ghoneim, A.I.	8.483 8.483 8.483 90. 90. 90.	610.45	293.00	0.101325	2015	-1	
215052	F d -3 m S	Mg0.1 Sr0.1 Mn0.8 Fe2 O4	MgAl2O4	Amer, M.A.; Meaz, T.M.; Hashhash, A.; Attalah, S.S.; Ghoneim, A.I.	8.476 8.476 8.476 90. 90. 90.	608.94	293.00	0.101325	2015	-1	
215053	F d -3 m S	Mg0.05 Sr0.15 Mn0.8 Fe2 O4	MgAl2O4	Amer, M.A.; Meaz, T.M.; Hashhash, A.; Attalah, S.S.; Ghoneim, A.I.	8.471 8.471 8.471 90. 90. 90.	607.86	293.00	0.101325	2015	-1	
216128	F d -3 m S	Mg0.5 Zn0.375 Mn0.125 Fe2 O4	MgAl2O4	Sharma, Rohit; Thakur, Prashant; Kumar, Manoj; Barman, P.B.; Sharma, Pankaj; Sharma, Vineet	8.3979 8.3979 8.3979 90. 90. 90.	592.26	293.00	0.101325	2017	-1	
216129	F d -3 m S	Mg0.5 Zn0.25 Mn0.25 Fe2 O4	MgAl2O4	Sharma, Rohit; Thakur, Prashant; Kumar, Manoj; Barman, P.B.; Sharma, Pankaj; Sharma, Vineet	8.3730 8.3730 8.3730 90. 90. 90.	587.01	293.00	0.101325	2017	-1	
216130	F d -3 m S	Mg0.5 Zn0.125 Mn0.375 Fe2 O4	MgAl2O4	Sharma, Rohit; Thakur, Prashant; Kumar, Manoj; Barman, P.B.; Sharma, Pankaj; Sharma, Vineet	8.3875 8.3875 8.3875 90. 90. 90.	590.06	293.00	0.101325	2017	-1	
216610	F d -3 m S	Co Cd0.4 Mn0.1 Fe1.5 O4	MgAl2O4	Singhal, Sonal; Jauhar, Sheenu; Lakshmi, N.; Bansal, S.	8.387 8.387 8.387 90. 90. 90.	589.96	293.00	0.101325	2013	-1	
217208	F d -3 m S	Co Cd0.4 Mn0.2 Fe1.4 O4	MgAl2O4	Singhal, Sonal; Jauhar, Sheenu; Lakshmi, N.; Bansal, S.	8.405 8.405 8.405 90. 90. 90.	593.76	293.00	0.101325	2013	-1	
217209	F d -3 m S	Co Cd0.4 Mn0.3 Fe1.3 O4	MgAl2O4	Singhal, Sonal; Jauhar, Sheenu; Lakshmi, N.; Bansal, S.	8.414 8.414 8.414 90. 90. 90.	595.67	293.00	0.101325	2013	-1	
217210	F d -3 m S	Co Cd0.4 Mn0.4 Fe1.2 O4	MgAl2O4	Singhal, Sonal; Jauhar, Sheenu; Lakshmi, N.; Bansal, S.	8.425 8.425 8.425 90. 90. 90.	598.01	293.00	0.101325	2013	-1	
217211	F d -3 m S	Co Cd0.4 Mn0.5 Fe1.1 O4	MgAl2O4	Singhal, Sonal; Jauhar, Sheenu; Lakshmi, N.; Bansal, S.	8.426 8.426 8.426 90. 90. 90.	598.22	293.00	0.101325	2013	-1	
217212	F d -3 m S	Co Cd0.4 Mn0.6 Fe O4	MgAl2O4	Singhal, Sonal; Jauhar, Sheenu; Lakshmi, N.; Bansal, S.	8.419 8.419 8.419 90. 90. 90.	596.74	293.00	0.101325	2013	-1	
253418	F d -3 m S	Li Cr0.2 Ni0.4 Mn1.4 O4	MgAl2O4	Chen, Mingzhe; Hu, Zhe; Wu, Zhenguo; Hua, Weibo; Ozawa, Kiyoshi; Gu, Qinfen; Kang, Yong-Mook; Guo, Xiaodong; Chou, Shu-Lei; Dou, Shi-Xue	8.176(7) 8.176(7) 8.176(7) 90. 90. 90.	546.54	293.00	0.101325	2016	-1	
253419	F d -3 m S	Li Cr0.2 Ni0.4 Mn1.4 O4	MgAl2O4	Chen, Mingzhe; Hu, Zhe; Wu, Zhenguo; Hua, Weibo; Ozawa, Kiyoshi; Gu, Qinfen; Kang, Yong-Mook; Guo, Xiaodong; Chou, Shu-Lei; Dou, Shi-Xue	8.175(5) 8.175(5) 8.175(5) 90. 90. 90.	546.34	293.00	0.101325	2016	-1	
253420	F d -3 m S	Li Cr0.2 Ni0.4 Mn1.4 O4	MgAl2O4	Chen, Mingzhe; Hu, Zhe; Wu, Zhenguo; Hua, Weibo; Ozawa, Kiyoshi; Gu, Qinfen; Kang, Yong-Mook; Guo, Xiaodong; Chou, Shu-Lei; Dou, Shi-Xue	8.173(5) 8.173(5) 8.173(5) 90. 90. 90.	545.93	293.00	0.101325	2016	-1	
259768	F d -3 m S	Mn0.5 Zn0.5 Fe1.99 Sc0.01 O4	MgAl2O4	Angadi, V. Jagdeesha; Choudhury, Leema; Sadhana, K.; Liu, Hsiang-Lin; Sandhya, R.; Matteppanavar, Shidaling; Rudraswamy, B.; Pattar, Vinayak; Anavekar, R.V.; Praveena, K.	8.422 8.422 8.422 90. 90. 90.	597.37	293.00	0.101325	2017	-1	
259769	F d -3 m S	Mn0.5 Zn0.5 Fe1.97 Sc0.03 O4	MgAl2O4	Angadi, V. Jagdeesha; Choudhury, Leema; Sadhana, K.; Liu, Hsiang-Lin; Sandhya, R.; Matteppanavar, Shidaling; Rudraswamy, B.; Pattar, Vinayak; Anavekar, R.V.; Praveena, K.	8.454 8.454 8.454 90. 90. 90.	604.21	293.00	0.101325	2017	-1	
259770	F d -3 m S	Mn0.5 Zn0.5 Fe1.95 Sc0.05 O4	MgAl2O4	Angadi, V. Jagdeesha; Choudhury, Leema; Sadhana, K.; Liu, Hsiang-Lin; Sandhya, R.; Matteppanavar, Shidaling; Rudraswamy, B.; Pattar, Vinayak; Anavekar, R.V.; Praveena, K.	8.431 8.431 8.431 90. 90. 90.	599.29	293.00	0.101325	2017	-1	
92974	F d -3 Z	Mn21.5 Rb49 (Al92 Si100 O384)	Na20Al20Si76O192(Fd-3)-frame	Bae, M.N.; Song, M.K.; Kim, Y.	24.742(1) 24.742(1) 24.742(1) 90 90 90	15146.23	294.00	0.101325	2001	10	
155230	F d -3 Z	(Mn46 (N O2)28) (Si100 Al92 O384)	Na20Al20Si76O192(Fd-3)-frame	Jeong Gyoung Hwa; Kim Yang; Seff, K.	24.637(7) 24.637(7) 24.637(7) 90. 90. 90.	14954.21	294.00	0.101325	2006	10	
153208	F 4 3 2	Ca6.3 Mn3 Ga4.4 Al1.3 O18	Ca7Co3Ga5O18	Abakumov, A.M.; Hadermann, J.; Kalyuzhnaya, A.S.; Rozova, M.G.; Mikheev, M.G.; van Tendeloo, G.; Antipov, E.V.	15.07001(5) 15.07001(5) 15.07001(5) 90. 90. 90.	3422.48	293.00	0.101325	2005	10	
42765	F -4 3 m	Li In (Cr3.8 Mn0.2) O8	LiGaCr4O8	Liu, Hui; Xiong, Yanfei; Chen, Shiyun; Yang, Chengxiao; Bian, Jian; Feng, Yuan; Fang, Baolong; Gao, Xianhe	8.4120 8.4120 8.4120 90. 90. 90.	595.25	293.00	0.101325	2022	-1	
42766	F -4 3 m	Li In (Cr3.6 Mn0.4) O8	LiGaCr4O8	Liu, Hui; Xiong, Yanfei; Chen, Shiyun; Yang, Chengxiao; Bian, Jian; Feng, Yuan; Fang, Baolong; Gao, Xianhe	8.4141 8.4141 8.4141 90. 90. 90.	595.69	293.00	0.101325	2022	-1	
42767	F -4 3 m	Li In (Cr3.5 Mn0.5) O8	LiGaCr4O8	Liu, Hui; Xiong, Yanfei; Chen, Shiyun; Yang, Chengxiao; Bian, Jian; Feng, Yuan; Fang, Baolong; Gao, Xianhe	8.4116 8.4116 8.4116 90. 90. 90.	595.16	293.00	0.101325	2022	-1	
162384	F -4 3 m	(Zn (N H3)4) (Mn O4)2	Zn(NH3)4(MnO4)2	Sajo, I.E.; Kotai, L.; Keresztury, G.; Gacs, I.; Pokol, G.; Kristof, J.; Soptrajanov, B.; Petrusevski, V.M.; Timpu, D.; Sharma, P.K.	10.335(10) 10.335(10) 10.335(10) 90. 90. 90.	1103.90	293.00	0.101325	2008	-1	
