HMS,StructuredFormula,Temperature,Pressure,crystal_system,StructuredFormula_normalized
I b m m,Sr Bi ((Mn1.75 Ti0.25) O6),300.0,0.101325,orthorhombic,SrBi((Mn1.75Ti0.25)O6)
P b n m,(Eu0.65 Sr0.35) (Fe0.1 Mn0.9) O3,293.0,0.101325,orthorhombic,(Eu0.65Sr0.35)(Fe0.1Mn0.9)O3
P b n m,(Eu0.65 Sr0.35) (Fe0.5 Mn0.5) O3,293.0,0.101325,orthorhombic,(Eu0.65Sr0.35)(Fe0.5Mn0.5)O3
P n m a,(Pr0.6 Sr0.35 Na0.05) (Mn O3),293.0,0.101325,orthorhombic,(Pr0.6Sr0.35Na0.05)(MnO3)
P n m a,(Ho0.51 Ca0.49) ((Mn0.99 Cr0.01) O3),300.0,0.101325,orthorhombic,(Ho0.51Ca0.49)((Mn0.99Cr0.01)O3)
P n m a,(Ho0.52 Ca0.48) ((Mn0.98 Cr0.02) O3),300.0,0.101325,orthorhombic,(Ho0.52Ca0.48)((Mn0.98Cr0.02)O3)
P n m a,(Ho0.53 Ca0.47) ((Mn0.97 Cr0.03) O3),300.0,0.101325,orthorhombic,(Ho0.53Ca0.47)((Mn0.97Cr0.03)O3)
P n m a,(La0.67 Ca0.33) (Mn0.95 Fe0.05) O3,293.0,0.101325,orthorhombic,(La0.67Ca0.33)(Mn0.95Fe0.05)O3
P n m a,(La0.67 Ca0.33) (Mn0.8 Fe0.2) O3,293.0,0.101325,orthorhombic,(La0.67Ca0.33)(Mn0.8Fe0.2)O3
P b a m,(Bi0.825 Nd0.175) (Fe0.9 Mn0.1) O3,293.0,0.101325,orthorhombic,(Bi0.825Nd0.175)(Fe0.9Mn0.1)O3
P b a m,(Bi0.825 Nd0.175) (Fe0.8 Mn0.2) O3,293.0,0.101325,orthorhombic,(Bi0.825Nd0.175)(Fe0.8Mn0.2)O3
P n m a,(La0.4 Eu0.1 Ca0.5) (Mn O3),293.0,0.101325,orthorhombic,(La0.4Eu0.1Ca0.5)(MnO3)
P n m a,(Pr0.5 Er0.1 Sr0.4) (Mn O3),293.0,0.101325,orthorhombic,(Pr0.5Er0.1Sr0.4)(MnO3)
P n m a,(Pr0.4 Er0.2 Sr0.4) (Mn O3),293.0,0.101325,orthorhombic,(Pr0.4Er0.2Sr0.4)(MnO3)
P b n m,(La0.5 Ca0.5) (Mn0.95 Fe0.05) O3,293.0,0.101325,orthorhombic,(La0.5Ca0.5)(Mn0.95Fe0.05)O3
P n m a,(La0.667 (Ca0.8 Zn0.2)0.333) (Mn O3),293.0,0.101325,orthorhombic,(La0.667(Ca0.8Zn0.2)0.333)(MnO3)
P n m a,(La0.667 (Ca0.6 Zn0.4)0.333) (Mn O3),293.0,0.101325,orthorhombic,(La0.667(Ca0.6Zn0.4)0.333)(MnO3)
P n m a,(La0.667 (Ca0.4 Zn0.6)0.333) (Mn O3),293.0,0.101325,orthorhombic,(La0.667(Ca0.4Zn0.6)0.333)(MnO3)
P n m a,(La0.667 (Ca0.2 Zn0.8)0.333) (Mn O3),293.0,0.101325,orthorhombic,(La0.667(Ca0.2Zn0.8)0.333)(MnO3)
P b n m,Ho (Ni0.25 Co0.25 Mn0.50) O2.91,293.0,0.101325,orthorhombic,Ho(Ni0.25Co0.25Mn0.50)O2.91
P b n m,(La0.513 Sr0.128 Nd0.257 Mn0.101) Mn0.97 O3,293.0,0.101325,orthorhombic,(La0.513Sr0.128Nd0.257Mn0.101)Mn0.97O3
P b n m,(La0.384 Sr0.128 Nd0.384 Mn0.104) Mn0.97 O3,293.0,0.101325,orthorhombic,(La0.384Sr0.128Nd0.384Mn0.104)Mn0.97O3
P b n m,(La0.255 Sr0.128 Nd0.510 Mn0.107) Mn0.97 O3,293.0,0.101325,orthorhombic,(La0.255Sr0.128Nd0.510Mn0.107)Mn0.97O3
P n m a,La Sr ((Mn1.9 Fe0.1) O5),293.0,0.101325,orthorhombic,LaSr((Mn1.9Fe0.1)O5)
P n m a,La Sr ((Mn1.8 Fe0.2) O5),293.0,0.101325,orthorhombic,LaSr((Mn1.8Fe0.2)O5)
P n m a,La Sr ((Mn1.7 Fe0.3) O5),293.0,0.101325,orthorhombic,LaSr((Mn1.7Fe0.3)O5)
P n m a,La Sr ((Mn1.6 Fe0.4) O5),293.0,0.101325,orthorhombic,LaSr((Mn1.6Fe0.4)O5)
P n m a,La Sr ((Mn1.5 Fe0.5) O5),293.0,0.101325,orthorhombic,LaSr((Mn1.5Fe0.5)O5)
P b n m,(Sm0.7 Sr0.3) (Mn0.95 Fe0.05) O3,293.0,0.101325,orthorhombic,(Sm0.7Sr0.3)(Mn0.95Fe0.05)O3
P n m a,(Pr0.6 Sr0.35 K0.05) (Mn O3),293.0,0.101325,orthorhombic,(Pr0.6Sr0.35K0.05)(MnO3)
P n m a,(Pr0.6 Sr0.3 K0.1) (Mn O3),293.0,0.101325,orthorhombic,(Pr0.6Sr0.3K0.1)(MnO3)
P n m a,(Pr0.6 Sr0.25 K0.15) (Mn O3),293.0,0.101325,orthorhombic,(Pr0.6Sr0.25K0.15)(MnO3)
P n m a,(Pr0.6 Sr0.2 K0.2) (Mn O3),293.0,0.101325,orthorhombic,(Pr0.6Sr0.2K0.2)(MnO3)
P b n m,(La0.42 Eu0.25 Ca0.33) (Mn O3),293.0,0.101325,orthorhombic,(La0.42Eu0.25Ca0.33)(MnO3)
P b n m,(La0.40 Eu0.27 Ca0.33) (Mn O3),293.0,0.101325,orthorhombic,(La0.40Eu0.27Ca0.33)(MnO3)
P n m a,(La0.67 Ca0.33) ((Mn0.97 Co0.03) O3),293.0,0.101325,orthorhombic,(La0.67Ca0.33)((Mn0.97Co0.03)O3)
P n m a,(La0.67 Ca0.33) ((Mn0.9 Co0.1) O3),293.0,0.101325,orthorhombic,(La0.67Ca0.33)((Mn0.9Co0.1)O3)
P n m a,(La0.67 Ca0.33) ((Mn0.85 Co0.15) O3),293.0,0.101325,orthorhombic,(La0.67Ca0.33)((Mn0.85Co0.15)O3)
P n m a,(La0.7 Sr0.3) ((Mn0.85 Sb0.15) O3),300.0,0.101325,orthorhombic,(La0.7Sr0.3)((Mn0.85Sb0.15)O3)
P b n m,(La0.5 Sr0.5) (Ti0.5 Mn0.5) O2.925,293.0,0.101325,orthorhombic,(La0.5Sr0.5)(Ti0.5Mn0.5)O2.925
P b n m,(Nd0.5 Sr0.5) (Ti0.5 Mn0.5) O2.92,293.0,0.101325,orthorhombic,(Nd0.5Sr0.5)(Ti0.5Mn0.5)O2.92
P b n m,(Sm0.5 Sr0.5) (Ti0.5 Mn0.5) O2.88,293.0,0.101325,orthorhombic,(Sm0.5Sr0.5)(Ti0.5Mn0.5)O2.88
P b n m,(La0.5 Sr0.5) (Ti0.5 Mn0.5) O2.81,293.0,0.101325,orthorhombic,(La0.5Sr0.5)(Ti0.5Mn0.5)O2.81
P b n m,(Nd0.5 Sr0.5) (Ti0.5 Mn0.5) O2.71,293.0,0.101325,orthorhombic,(Nd0.5Sr0.5)(Ti0.5Mn0.5)O2.71
P b n m,(Sm0.5 Sr0.5) (Ti0.5 Mn0.5) O2.71,293.0,0.101325,orthorhombic,(Sm0.5Sr0.5)(Ti0.5Mn0.5)O2.71
P b n m,(La0.6 Ca0.35 Sr0.05) (Mn O3),293.0,0.101325,orthorhombic,(La0.6Ca0.35Sr0.05)(MnO3)
P b n m,Mn4.90 Mg2.10 (Si O4)3 (O H)2,293.0,0.101325,orthorhombic,Mn4.90Mg2.10(SiO4)3(OH)2
B b m m,Ca2 Mn3 (Si2.5 O10) (O H)4,293.0,0.101325,orthorhombic,Ca2Mn3(Si2.5O10)(OH)4
P 2 m m,Ca8 Mn10.64 (Si12.32 O42) (O H)10 (H2 O)4,293.0,0.101325,orthorhombic,Ca8Mn10.64(Si12.32O42)(OH)10(H2O)4
P n m a,(Sm0.5 Sr0.4 Nd0.09) (Mn O3),293.0,0.101325,orthorhombic,(Sm0.5Sr0.4Nd0.09)(MnO3)
C 2 2 21,Ag6 (Mn Mo9 O32) (H2 O)4,293.0,0.101325,orthorhombic,Ag6(MnMo9O32)(H2O)4
P b n m,Sr Ca Ti Mn O6,293.0,0.101325,orthorhombic,SrCaTiMnO6
P b a m,Ni1.757 Mn0.826 Cu0.416 B O5,298.0,0.101325,orthorhombic,Ni1.757Mn0.826Cu0.416BO5
P n m a,La0.67 Ca0.28 Ag0.05 Mn O3,293.0,0.101325,orthorhombic,La0.67Ca0.28Ag0.05MnO3
P n m a,La0.67 Ca0.18 Ag0.15 Mn O3,293.0,0.101325,orthorhombic,La0.67Ca0.18Ag0.15MnO3
P n m a,La0.67 Ca0.13 Ag0.2 Mn O3,293.0,0.101325,orthorhombic,La0.67Ca0.13Ag0.2MnO3
P n m a,(Pr0.9 Sr0.1) (Mn0.9 Ti0.1) O3,293.0,0.101325,orthorhombic,(Pr0.9Sr0.1)(Mn0.9Ti0.1)O3
I m m a,Nd0.67 Ba0.33 (Mn0.9 Fe0.1) O3,293.0,0.101325,orthorhombic,Nd0.67Ba0.33(Mn0.9Fe0.1)O3
I m m a,Nd0.67 Ba0.33 (Mn0.9 Cu0.1) O3,293.0,0.101325,orthorhombic,Nd0.67Ba0.33(Mn0.9Cu0.1)O3
P b n m,(La0.7 Tb0.1 Sr0.2) Mn O3,300.0,0.101325,orthorhombic,(La0.7Tb0.1Sr0.2)MnO3
P b n m,(La0.7 Tb0.1 Ca0.2) Mn O3,300.0,0.101325,orthorhombic,(La0.7Tb0.1Ca0.2)MnO3
P n m a,(La0.7 Ca0.3) (Mn0.98 Ni0.02 O3),293.0,0.101325,orthorhombic,(La0.7Ca0.3)(Mn0.98Ni0.02O3)
P n m a,(La0.7 Ca0.3) (Mn0.93 Ni0.07 O3),293.0,0.101325,orthorhombic,(La0.7Ca0.3)(Mn0.93Ni0.07O3)
P n m a,(La0.7 Ca0.3) (Mn0.90 Ni0.10 O3),293.0,0.101325,orthorhombic,(La0.7Ca0.3)(Mn0.90Ni0.10O3)
P b n m,Nd0.67 Sr0.33 (Mn0.9 Cr0.1) O3,293.0,0.101325,orthorhombic,Nd0.67Sr0.33(Mn0.9Cr0.1)O3
P b n m,Nd0.67 Sr0.33 (Mn0.9 Fe0.1) O3,293.0,0.101325,orthorhombic,Nd0.67Sr0.33(Mn0.9Fe0.1)O3
P b n m,Nd0.67 Sr0.33 (Mn0.9 Co0.1) O3,293.0,0.101325,orthorhombic,Nd0.67Sr0.33(Mn0.9Co0.1)O3
P b a m,(Bi0.88 Y0.12) (Fe0.95 Mn0.05) O3,293.0,0.101325,orthorhombic,(Bi0.88Y0.12)(Fe0.95Mn0.05)O3
P b n m,La0.4 Bi0.4 Ca0.2 Mn O3,293.0,0.101325,orthorhombic,La0.4Bi0.4Ca0.2MnO3
P b n m,Bi0.3 Pr0.3 Ca0.4 Mn O3,293.0,0.101325,orthorhombic,Bi0.3Pr0.3Ca0.4MnO3
P n m a,Nd0.7 Ca0.15 Sr0.15 Mn O3,293.0,0.101325,orthorhombic,Nd0.7Ca0.15Sr0.15MnO3
P b n m,(Pr0.45 Gd0.05 Sr0.5) Mn O3,293.0,0.101325,orthorhombic,(Pr0.45Gd0.05Sr0.5)MnO3
P b n m,(Pr0.4 Gd0.1 Sr0.5) Mn O3,293.0,0.101325,orthorhombic,(Pr0.4Gd0.1Sr0.5)MnO3
P b n m,(La0.7 Pr0.3)0.85 Ag0.15 Mn O3,293.0,0.101325,orthorhombic,(La0.7Pr0.3)0.85Ag0.15MnO3
P b n m,(La0.6 Pr0.4)0.85 Ag0.15 Mn O3,293.0,0.101325,orthorhombic,(La0.6Pr0.4)0.85Ag0.15MnO3
P n m a,(Pr0.25 Sm0.25) Sr0.5 (Mn O3),293.0,0.101325,orthorhombic,(Pr0.25Sm0.25)Sr0.5(MnO3)
P n m a,La0.78 Dy0.02 Ca0.2 Mn O3,293.0,0.101325,orthorhombic,La0.78Dy0.02Ca0.2MnO3
P b n m,(La0.6 Ba0.2 Ca0.2) Mn O3,293.0,0.101325,orthorhombic,(La0.6Ba0.2Ca0.2)MnO3
P n m a,((La0.69 Dy0.01) Sr0.3) (Mn O3),293.0,0.101325,orthorhombic,((La0.69Dy0.01)Sr0.3)(MnO3)
P n m a,((La0.67 Dy0.03) Sr0.3) (Mn O3),293.0,0.101325,orthorhombic,((La0.67Dy0.03)Sr0.3)(MnO3)
P n m a,(La0.7 Ca0.3) (Mn0.96 Al0.04) O3,295.0,0.101325,orthorhombic,(La0.7Ca0.3)(Mn0.96Al0.04)O3
P n m a,(La0.7 Ca0.3) (Mn0.96 In0.04) O3,295.0,0.101325,orthorhombic,(La0.7Ca0.3)(Mn0.96In0.04)O3
P b n m,(Sr La) (Mn Ru O6),295.0,0.101325,orthorhombic,(SrLa)(MnRuO6)
P b n m,(Pr0.52 Ca0.18 Sr0.3) (Mn O3),300.0,0.101325,orthorhombic,(Pr0.52Ca0.18Sr0.3)(MnO3)
P b n m,(Pr0.48 Ca0.22 Sr0.3) (Mn O3),300.0,0.101325,orthorhombic,(Pr0.48Ca0.22Sr0.3)(MnO3)
P b n m,(Sr0.4 Ca0.5 Nd0.1) Mn O3,293.0,0.101325,orthorhombic,(Sr0.4Ca0.5Nd0.1)MnO3
P b n m,(Sr0.3 Ca0.6 Nd0.1) Mn O3,293.0,0.101325,orthorhombic,(Sr0.3Ca0.6Nd0.1)MnO3
P b n m,(Sr0.2 Ca0.7 Nd0.1) Mn O3,293.0,0.101325,orthorhombic,(Sr0.2Ca0.7Nd0.1)MnO3
P b n m,(Sr0.1 Ca0.8 Nd0.1) Mn O3,293.0,0.101325,orthorhombic,(Sr0.1Ca0.8Nd0.1)MnO3
P b n m,(Sr0.2 Ca0.6 Nd0.2) Mn O3,293.0,0.101325,orthorhombic,(Sr0.2Ca0.6Nd0.2)MnO3
P b n m,(Sr0.1 Ca0.7 Nd0.2) Mn O3,293.0,0.101325,orthorhombic,(Sr0.1Ca0.7Nd0.2)MnO3
P n m a,(La0.63 Ca0.37) (Mn0.97 Ni0.03) O3,300.0,0.101325,orthorhombic,(La0.63Ca0.37)(Mn0.97Ni0.03)O3
P n m a,(La0.63 Ca0.37) (Mn0.92 Ni0.08) O3,300.0,0.101325,orthorhombic,(La0.63Ca0.37)(Mn0.92Ni0.08)O3
P n m a,(La0.63 Ca0.37) (Mn0.97 Cu0.03) O3,300.0,0.101325,orthorhombic,(La0.63Ca0.37)(Mn0.97Cu0.03)O3
P n m a,(La0.63 Ca0.37) (Mn0.92 Cu0.08) O3,300.0,0.101325,orthorhombic,(La0.63Ca0.37)(Mn0.92Cu0.08)O3
I m m a,(Sr0.65 Pr0.05 Ce0.30) Mn O3,300.0,0.101325,orthorhombic,(Sr0.65Pr0.05Ce0.30)MnO3
P n m a,(Pr0.6 La0.1 Ca0.3) Mn O3,293.0,0.101325,orthorhombic,(Pr0.6La0.1Ca0.3)MnO3
P n m a,(Nd0.67 Sr0.33) (Mn0.67 Ti0.33) O3,293.0,0.101325,orthorhombic,(Nd0.67Sr0.33)(Mn0.67Ti0.33)O3
P n m a,(La0.8 Ca0.2) (Mn0.9 Co0.1) O3,293.0,0.101325,orthorhombic,(La0.8Ca0.2)(Mn0.9Co0.1)O3
P n m a,(La0.8 Ca0.2) (Mn0.8 Co0.2) O3,293.0,0.101325,orthorhombic,(La0.8Ca0.2)(Mn0.8Co0.2)O3
P n m a,(La0.8 Ca0.2) (Mn0.7 Co0.3) O3,293.0,0.101325,orthorhombic,(La0.8Ca0.2)(Mn0.7Co0.3)O3
P b n m,La0.7 Te0.3 (Mn0.8 Co0.2 O3),293.0,0.101325,orthorhombic,La0.7Te0.3(Mn0.8Co0.2O3)
P b n m,La0.7 Te0.3 (Mn0.75 Co0.25 O3),293.0,0.101325,orthorhombic,La0.7Te0.3(Mn0.75Co0.25O3)
P b n m,La0.7 Te0.3 (Mn0.7 Co0.3 O3),293.0,0.101325,orthorhombic,La0.7Te0.3(Mn0.7Co0.3O3)
P b n m,La0.7 Te0.3 (Mn0.5 Co0.5 O3),293.0,0.101325,orthorhombic,La0.7Te0.3(Mn0.5Co0.5O3)
I m m a,La0.6 Sm0.1 Ba0.3 Mn O3,293.0,0.101325,orthorhombic,La0.6Sm0.1Ba0.3MnO3
I m m a,La0.5 Sm0.2 Ba0.3 Mn O3,293.0,0.101325,orthorhombic,La0.5Sm0.2Ba0.3MnO3
P n m a,La0.78 Ca0.18 Pb0.05 Mn O3,293.0,0.101325,orthorhombic,La0.78Ca0.18Pb0.05MnO3
P n m a,La0.78 Ca0.12 Pb0.10 Mn O3,293.0,0.101325,orthorhombic,La0.78Ca0.12Pb0.10MnO3
P n m a,La0.5 Ag0.1 Ca0.4 Mn O3,293.0,0.101325,orthorhombic,La0.5Ag0.1Ca0.4MnO3
P n m a,Sm0.55 Sr0.30 Ag0.15 Mn O3,293.0,0.101325,orthorhombic,Sm0.55Sr0.30Ag0.15MnO3
P n m a,(La0.67 Ca0.33) (Mn0.9 Cr0.1) O3,293.0,0.101325,orthorhombic,(La0.67Ca0.33)(Mn0.9Cr0.1)O3
I m m a,Li Cu0.95 Mn0.05 V O4,300.0,0.101325,orthorhombic,LiCu0.95Mn0.05VO4
I m m a,Bi0.8 La0.2 Fe0.5 Mn0.5 O3,300.0,0.101325,orthorhombic,Bi0.8La0.2Fe0.5Mn0.5O3
I m m a,Li Cu0.95 Mn0.05 V O4,293.0,0.101325,orthorhombic,LiCu0.95Mn0.05VO4
I m m a,Li Cu0.9 Mn0.1 V O4,293.0,0.101325,orthorhombic,LiCu0.9Mn0.1VO4
P b n m,La0.7 Nd0.3 Mn0.5 Cr0.5 O3.021,293.0,0.101325,orthorhombic,La0.7Nd0.3Mn0.5Cr0.5O3.021
P b n m,La0.4 Nd0.6 Mn0.5 Cr0.5 O3.019,293.0,0.101325,orthorhombic,La0.4Nd0.6Mn0.5Cr0.5O3.019
P b n m,La0.1 Nd0.9 Mn0.5 Cr0.5 O3.019,293.0,0.101325,orthorhombic,La0.1Nd0.9Mn0.5Cr0.5O3.019
P m n 21,K7 ((B O3) Mn (B12 O18 (O H)6)) (H2 O),293.0,0.101325,orthorhombic,K7((BO3)Mn(B12O18(OH)6))(H2O)
C m 2 m,Bi4 Mn0.33 W0.67 O8 Cl,293.0,0.101325,orthorhombic,Bi4Mn0.33W0.67O8Cl
R -3 R,Pb0.83 Ti13.68 Fe6.32 Mn O38,293.0,0.101325,trigonal,Pb0.83Ti13.68Fe6.32MnO38
R -3 m H,Li0.19 Mn0.80 Ni0.21 Co0.20 O1.90,293.0,0.101325,trigonal,Li0.19Mn0.80Ni0.21Co0.20O1.90
P -3 m 1,Na2 Ba Mn (V O4)2,297.0,0.101325,trigonal,Na2BaMn(VO4)2
R 3 m H,Na0.67 Mn0.5 Ni0.4 Fe0.1 O2,293.0,0.101325,trigonal,Na0.67Mn0.5Ni0.4Fe0.1O2
R -3 c H,La0.5 Sr0.5 Mn0.5 Cr0.5 O3,293.0,0.101325,trigonal,La0.5Sr0.5Mn0.5Cr0.5O3
R -3 m H,Na (Ni0.3 Fe0.4 Mn0.3) O2,293.0,0.101325,trigonal,Na(Ni0.3Fe0.4Mn0.3)O2
R -3 m H,Li1.2 Co0.13 Ni0.13 Mn0.54 O2,293.0,0.101325,trigonal,Li1.2Co0.13Ni0.13Mn0.54O2
R -3 m H,Li0.332 Mn0.334 Ni0.328 Co0.338 O2,293.0,0.101325,trigonal,Li0.332Mn0.334Ni0.328Co0.338O2
R -3 m H,Li0.418 Mn0.335 Ni0.325 Co0.340 O2,293.0,0.101325,trigonal,Li0.418Mn0.335Ni0.325Co0.340O2
P -3 m 1,Li0.109 Mn0.337 Ni0.326 Co0.337 O2,293.0,0.101325,trigonal,Li0.109Mn0.337Ni0.326Co0.337O2
R -3 m H,Li0.109 Mn0.337 Ni0.326 Co0.337 O2,293.0,0.101325,trigonal,Li0.109Mn0.337Ni0.326Co0.337O2
R -3 m H,Li0.425 Mn0.332 Ni0.334 Co0.324 O2,293.0,0.101325,trigonal,Li0.425Mn0.332Ni0.334Co0.324O2
R -3 c H,La0.8 Ba0.2 Mn0.4 Cu0.6 O3,293.0,0.101325,trigonal,La0.8Ba0.2Mn0.4Cu0.6O3
R -3 c H,La0.8 Ba0.2 Mn0.6 Cu0.4 O3,293.0,0.101325,trigonal,La0.8Ba0.2Mn0.6Cu0.4O3
R -3 c H,La0.8 Ba0.2 Mn0.8 Cu0.2 O3,293.0,0.101325,trigonal,La0.8Ba0.2Mn0.8Cu0.2O3
R -3 c H,La0.8 Ba0.2 Mn0.8 Cu0.2 O2.64,293.0,0.101325,trigonal,La0.8Ba0.2Mn0.8Cu0.2O2.64
R -3 m H,Li1.01 Ni0.79 Co0.1 Mn0.1 O2,293.0,0.101325,trigonal,Li1.01Ni0.79Co0.1Mn0.1O2
R -3 m H,Li (Ni0.23 Co0.12 Mn0.65) O2,293.0,0.101325,trigonal,Li(Ni0.23Co0.12Mn0.65)O2
R -3 m H,Li Ni0.33 Co0.33 Mn0.33 O2,293.0,0.101325,trigonal,LiNi0.33Co0.33Mn0.33O2
P -3 m 1,Ba6  Ru2 (Ru0.5 Mn0.5) O12 Cl2,293.0,0.101325,trigonal,Ba6Ru2(Ru0.5Mn0.5)O12Cl2
R -3 m H,Li Ni0.78 Co0.11 Mn0.11 O2,293.0,0.101325,trigonal,LiNi0.78Co0.11Mn0.11O2
R -3 c H,La0.67 Ba0.28 Rb0.05 Mn O3,293.0,0.101325,trigonal,La0.67Ba0.28Rb0.05MnO3
R -3 c H,La0.67 Ba0.23 Rb0.1 Mn O3,293.0,0.101325,trigonal,La0.67Ba0.23Rb0.1MnO3
R 3 c H,K5 (Mn0.5 Zr0.5) Zr (Mo O4)6,293.0,0.101325,trigonal,K5(Mn0.5Zr0.5)Zr(MoO4)6
R -3 m H,(Li0.94 Ni0.06) (Li0.06 Ni0.74 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.94Ni0.06)(Li0.06Ni0.74Co0.1Mn0.1)O2
R 3 H,Mg1.648 Mn0.704 Zn0.041 Sb0.557 O4,293.0,0.101325,trigonal,Mg1.648Mn0.704Zn0.041Sb0.557O4
R -3 c H,La0.8 Na0.2 Mn0.97 Co0.03 O3,293.0,0.101325,trigonal,La0.8Na0.2Mn0.97Co0.03O3
R -3 c H,La0.8 Na0.2 Mn0.94 Co0.06 O3,293.0,0.101325,trigonal,La0.8Na0.2Mn0.94Co0.06O3
R -3 m H,Na (Ni0.5 Mn0.3 Co0.2) O2,293.0,0.101325,trigonal,Na(Ni0.5Mn0.3Co0.2)O2
R -3 m H,Na Cu0.2 Fe0.4 Mn0.4 O2,293.0,0.101325,trigonal,NaCu0.2Fe0.4Mn0.4O2
R -3 m H,Na Cu0.2 Fe0.3 Mn0.5 O2,293.0,0.101325,trigonal,NaCu0.2Fe0.3Mn0.5O2
R -3 m H,Na Cu0.2 Fe0.2 Mn0.6 O2,293.0,0.101325,trigonal,NaCu0.2Fe0.2Mn0.6O2
R -3 m H,Na Cu0.2 Fe0.1 Mn0.7 O2,293.0,0.101325,trigonal,NaCu0.2Fe0.1Mn0.7O2
R -3 c H,(La0.7 Sr0.3) (Co0.75 Mn0.25) O2.98,293.0,0.101325,trigonal,(La0.7Sr0.3)(Co0.75Mn0.25)O2.98
R -3 c H,(La0.7 Sr0.3) (Co0.5 Mn0.5) O2.99,293.0,0.101325,trigonal,(La0.7Sr0.3)(Co0.5Mn0.5)O2.99
R -3 c H,(La0.7 Sr0.3) (Co0.25 Mn0.75) O3,293.0,0.101325,trigonal,(La0.7Sr0.3)(Co0.25Mn0.75)O3
R -3 c H,(La0.6 Sr0.3 Ba0.1) Mn O3,293.0,0.101325,trigonal,(La0.6Sr0.3Ba0.1)MnO3
R -3 c H,(La0.6 Sr0.2 Ba0.2) Mn O3,293.0,0.101325,trigonal,(La0.6Sr0.2Ba0.2)MnO3
R -3 c H,(La0.6 Sr0.1 Ba0.3) Mn O3,293.0,0.101325,trigonal,(La0.6Sr0.1Ba0.3)MnO3
R -3 c H,(La0.65 Pb0.35) (Mn0.95 Ti0.05) O3,293.0,0.101325,trigonal,(La0.65Pb0.35)(Mn0.95Ti0.05)O3
R -3 c H,(La0.68 Pb0.32) (Mn0.83 Ti0.17) O3,293.0,0.101325,trigonal,(La0.68Pb0.32)(Mn0.83Ti0.17)O3
R -3 c H,(La0.63 Pb0.37) (Mn0.69 Ti0.31) O3,293.0,0.101325,trigonal,(La0.63Pb0.37)(Mn0.69Ti0.31)O3
R -3 m H,Ba2 La2 Mn (W2 O12),293.0,0.101325,trigonal,Ba2La2Mn(W2O12)
R -3 c H,(La0.7 Ca0.13 Sr0.17) (Mn O3),300.0,0.101325,trigonal,(La0.7Ca0.13Sr0.17)(MnO3)
P -3,Mn (Si F6) (H2 O)6,298.0,0.101325,trigonal,Mn(SiF6)(H2O)6
R -3 m H,Li Ni0.8 Mn0.1 Co0.1 O2,293.0,0.101325,trigonal,LiNi0.8Mn0.1Co0.1O2
R -3 m H,Mn (Si F6) (D2 O)6,293.0,0.101325,trigonal,Mn(SiF6)(D2O)6
R -3 m H,Mn (Al0.65 Li0.33) O2 (O H)2,293.0,0.101325,trigonal,Mn(Al0.65Li0.33)O2(OH)2
P 3 1 c,(Mg (H2 O)6)2 (Mn Cl6),293.0,0.101325,trigonal,(Mg(H2O)6)2(MnCl6)
R -3 c H,(La0.85 Na0.12 K0.03) Mn O3,293.0,0.101325,trigonal,(La0.85Na0.12K0.03)MnO3
R -3 c H,(La0.85 Na0.09 K0.06) Mn O3,293.0,0.101325,trigonal,(La0.85Na0.09K0.06)MnO3
R -3 c H,(La0.85 Na0.06 K0.09) Mn O3,293.0,0.101325,trigonal,(La0.85Na0.06K0.09)MnO3
R -3 c H,(La0.85 Na0.03 K0.12) Mn O3,293.0,0.101325,trigonal,(La0.85Na0.03K0.12)MnO3
R -3 m H,Li1.2 Mn0.54 Ni0.13 Co0.13 O2,293.0,0.101325,trigonal,Li1.2Mn0.54Ni0.13Co0.13O2
R -3 c H,(La0.7 Pb0.3) (Mn0.9 Ni0.1) O3,296.0,0.101325,trigonal,(La0.7Pb0.3)(Mn0.9Ni0.1)O3
R -3 c H,(La0.6 Sr0.3 Ca0.1) (Mn O3),293.0,0.101325,trigonal,(La0.6Sr0.3Ca0.1)(MnO3)
R -3 c H,(La0.6 Sr0.2 Ca0.2) (Mn O3),293.0,0.101325,trigonal,(La0.6Sr0.2Ca0.2)(MnO3)
R -3 c H,(La0.706 Sr0.294) (Mn0.98 Cr0.02) O3,293.0,0.101325,trigonal,(La0.706Sr0.294)(Mn0.98Cr0.02)O3
R -3 c H,(La0.712 Sr0.288) (Mn0.96 Cr0.04) O3,293.0,0.101325,trigonal,(La0.712Sr0.288)(Mn0.96Cr0.04)O3
R -3 c H,(La0.718 Sr0.282) (Mn0.94 Cr0.06) O3,293.0,0.101325,trigonal,(La0.718Sr0.282)(Mn0.94Cr0.06)O3
R -3 c H,(La0.724 Sr0.276) (Mn0.92 Cr0.08) O3,293.0,0.101325,trigonal,(La0.724Sr0.276)(Mn0.92Cr0.08)O3
R -3 c H,(La0.73 Sr0.27) (Mn0.9 Cr0.1) O3,293.0,0.101325,trigonal,(La0.73Sr0.27)(Mn0.9Cr0.1)O3
R -3 c H,(La0.706 Sr0.294) (Mn0.98 Co0.02) O3,293.0,0.101325,trigonal,(La0.706Sr0.294)(Mn0.98Co0.02)O3
R -3 c H,(La0.712 Sr0.288) (Mn0.96 Co0.04) O3,293.0,0.101325,trigonal,(La0.712Sr0.288)(Mn0.96Co0.04)O3
