HMS,StructuredFormula,Temperature,Pressure,crystal_system,StructuredFormula_normalized
R -3 m H,Li1.21 Ni0.27 Co0.13 Mn0.39 O2,293.0,0.101325,trigonal,Li1.21Ni0.27Co0.13Mn0.39O2
R -3 c H,La0.6 Pr0.1 Sr0.3 Mn O3,293.0,0.101325,trigonal,La0.6Pr0.1Sr0.3MnO3
R -3 m H,Li (Li0.2 Ni0.18 Co0.03 Mn0.58) O2,293.0,0.101325,trigonal,Li(Li0.2Ni0.18Co0.03Mn0.58)O2
R -3 c H,(La0.72 Ba0.23 Na0.028) Mn O3,293.0,0.101325,trigonal,(La0.72Ba0.23Na0.028)MnO3
R -3 c H,(La0.71 Ba0.15 Na0.076) Mn O2.97,293.0,0.101325,trigonal,(La0.71Ba0.15Na0.076)MnO2.97
R -3 c H,La0.7 Pb0.3 (Mn0.8 Fe0.2) O3,300.0,0.101325,trigonal,La0.7Pb0.3(Mn0.8Fe0.2)O3
R -3 c H,La0.7 Pb0.3 (Mn0.7 Fe0.3) O3,300.0,0.101325,trigonal,La0.7Pb0.3(Mn0.7Fe0.3)O3
R 3 m H,Na0.5796 Mn0.65 Co0.18 Ni0.17 O2,293.0,0.101325,trigonal,Na0.5796Mn0.65Co0.18Ni0.17O2
R -3 m H,Li1.019 Ni0.496 Co0.198 Mn0.297 O2,293.0,0.101325,trigonal,Li1.019Ni0.496Co0.198Mn0.297O2
R -3 m H,Li1.02 Ni0.49 Co0.196 Mn0.294 O2,293.0,0.101325,trigonal,Li1.02Ni0.49Co0.196Mn0.294O2
R -3 m H,Li1.029 Ni0.485 Co0.194 Mn0.291 O2,293.0,0.101325,trigonal,Li1.029Ni0.485Co0.194Mn0.291O2
R -3 m H,Li1.038 Ni0.481 Co0.192 Mn0.289 O2,293.0,0.101325,trigonal,Li1.038Ni0.481Co0.192Mn0.289O2
P -3,Ag2 Ba Mn (V O4)2,293.0,0.101325,trigonal,Ag2BaMn(VO4)2
R -3 c H,(La0.5 Sr0.5) (Mn0.5 Co0.5) O2.97,295.0,0.101325,trigonal,(La0.5Sr0.5)(Mn0.5Co0.5)O2.97
P -3 m 1,Ba K2 Mn (V O4)2,293.0,0.101325,trigonal,BaK2Mn(VO4)2
P -3,Ba Li2 Mn (V O4)2,293.0,0.101325,trigonal,BaLi2Mn(VO4)2
P -3 m 1,Ba Na2 Mn (V O4)2,293.0,0.101325,trigonal,BaNa2Mn(VO4)2
P -3,(Mn0.22 Ca0.06 Mg0.01) (Mn0.986 O2) O0.25 (H2 O)0.32,293.0,0.101325,trigonal,(Mn0.22Ca0.06Mg0.01)(Mn0.986O2)O0.25(H2O)0.32
R -3 m H,Li (Ni0.58 Co0.25 Mn0.17) O2,293.0,0.101325,trigonal,Li(Ni0.58Co0.25Mn0.17)O2
R -3 c H,(La0.665 Pr0.035 Ba0.3) (Mn O3),293.0,0.101325,trigonal,(La0.665Pr0.035Ba0.3)(MnO3)
R -3 c H,(La0.595 Pr0.105 Ba0.3) (Mn O3),293.0,0.101325,trigonal,(La0.595Pr0.105Ba0.3)(MnO3)
R -3 m H,Li Ni0.8 Co0.1 Mn0.1 O2,293.0,0.101325,trigonal,LiNi0.8Co0.1Mn0.1O2
R -3 c H,La0.85 Ba0.15 Mn0.98 Fe0.02 O3,293.0,0.101325,trigonal,La0.85Ba0.15Mn0.98Fe0.02O3
R -3 c H,La0.85 Ba0.15 Mn0.96 Fe0.04 O3,293.0,0.101325,trigonal,La0.85Ba0.15Mn0.96Fe0.04O3
R -3 c H,La0.85 Ba0.15 Mn0.94 Fe0.06 O3,293.0,0.101325,trigonal,La0.85Ba0.15Mn0.94Fe0.06O3
R -3 c H,La0.85 Ba0.15 Mn0.92 Fe0.08 O3,293.0,0.101325,trigonal,La0.85Ba0.15Mn0.92Fe0.08O3
R -3 c H,La0.85 Ba0.15 Mn0.9 Fe0.1 O3,293.0,0.101325,trigonal,La0.85Ba0.15Mn0.9Fe0.1O3
R -3 c H,La0.85 Ba0.15 Mn0.85 Fe0.15 O3,293.0,0.101325,trigonal,La0.85Ba0.15Mn0.85Fe0.15O3
R -3 c H,La0.85 Ba0.15 Mn0.8 Fe0.2 O3,293.0,0.101325,trigonal,La0.85Ba0.15Mn0.8Fe0.2O3
R -3 c H,La0.6 Ba0.4 Mn0.98 Fe0.02 O3,293.0,0.101325,trigonal,La0.6Ba0.4Mn0.98Fe0.02O3
R -3 c H,La0.6 Ba0.4 Mn0.96 Fe0.04 O3,293.0,0.101325,trigonal,La0.6Ba0.4Mn0.96Fe0.04O3
R -3 c H,La0.6 Ba0.4 Mn0.94 Fe0.06 O3,293.0,0.101325,trigonal,La0.6Ba0.4Mn0.94Fe0.06O3
R -3 c H,La0.6 Ba0.4 Mn0.92 Fe0.08 O3,293.0,0.101325,trigonal,La0.6Ba0.4Mn0.92Fe0.08O3
R -3 c H,La0.6 Ba0.4 Mn0.9 Fe0.1 O3,293.0,0.101325,trigonal,La0.6Ba0.4Mn0.9Fe0.1O3
R -3 c H,La0.6 Ba0.4 Mn0.85 Fe0.15 O3,293.0,0.101325,trigonal,La0.6Ba0.4Mn0.85Fe0.15O3
R -3 c H,La0.6 Ba0.4 Mn0.8 Fe0.2 O3,293.0,0.101325,trigonal,La0.6Ba0.4Mn0.8Fe0.2O3
R -3 c H,(La0.7 Sr0.3) (Cu0.1 Mn0.9) O3,293.0,0.101325,trigonal,(La0.7Sr0.3)(Cu0.1Mn0.9)O3
R -3 m H,Li Ni0.33 Mn0.33 Co0.33 O2,293.0,0.101325,trigonal,LiNi0.33Mn0.33Co0.33O2
R -3 m H,Mg1.55 Mn2.45 (O H)6 Cl2,300.0,0.101325,trigonal,Mg1.55Mn2.45(OH)6Cl2
R 3 c H,Bi0.85 Ca0.15 Fe0.6 Mn0.4 O3,300.0,0.101325,trigonal,Bi0.85Ca0.15Fe0.6Mn0.4O3
R -3 m H,Cu (Cr0.96 Mn0.03 V0.01) O2,293.0,0.101325,trigonal,Cu(Cr0.96Mn0.03V0.01)O2
P 3,Mn3 V0.5 (Si O4) O (O H)2,293.0,0.101325,trigonal,Mn3V0.5(SiO4)O(OH)2
R -3 c H,(La0.67 Sr0.33) (Mn0.95 Cr0.05) O3,293.0,0.101325,trigonal,(La0.67Sr0.33)(Mn0.95Cr0.05)O3
R -3 c H,(La0.67 Sr0.33) (Mn0.9 Cr0.1) O3,293.0,0.101325,trigonal,(La0.67Sr0.33)(Mn0.9Cr0.1)O3
R 3 c H,Bi0.9 Ca0.1 Fe0.6 Mn0.4 O3,300.0,0.101325,trigonal,Bi0.9Ca0.1Fe0.6Mn0.4O3
R -3 m H,Li (Li0.2 Ni0.16 Co0.08 Mn0.56) O2,293.0,0.101325,trigonal,Li(Li0.2Ni0.16Co0.08Mn0.56)O2
R -3 c H,(La0.7 Sr0.25 Nd0.05) (Mn O3),293.0,0.101325,trigonal,(La0.7Sr0.25Nd0.05)(MnO3)
R -3 m H,(Li0.9743 Ni0.0257) (Li0.0257 Ni0.8 Co0.15 Mn0.05) O2,293.0,0.101325,trigonal,(Li0.9743Ni0.0257)(Li0.0257Ni0.8Co0.15Mn0.05)O2
R -3 m H,(Li0.9843 Ni0.0155) (Li0.0155 Ni0.8 Co0.15 Mn0.05) O2,293.0,0.101325,trigonal,(Li0.9843Ni0.0155)(Li0.0155Ni0.8Co0.15Mn0.05)O2
R -3 m H,Li1.2 Co0.135 Ni0.12 Mn0.54 O2,293.0,0.101325,trigonal,Li1.2Co0.135Ni0.12Mn0.54O2
R -3 c H,La0.7 Sr0.25 Na0.05 Mn O3,293.0,0.101325,trigonal,La0.7Sr0.25Na0.05MnO3
R -3 c H,(La0.8 Sr0.16 K0.04) Mn O3,293.0,0.101325,trigonal,(La0.8Sr0.16K0.04)MnO3
R -3 c H,(La0.8 Sr0.14 K0.06) Mn O3,293.0,0.101325,trigonal,(La0.8Sr0.14K0.06)MnO3
R -3 c H,(La0.8 Sr0.12 K0.08) Mn O3,293.0,0.101325,trigonal,(La0.8Sr0.12K0.08)MnO3
R -3 m H,(Li0.9443 Ni0.0557) (Li0.0557 Ni0.7443 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.9443Ni0.0557)(Li0.0557Ni0.7443Co0.1Mn0.1)O2
R -3 m H,(Li0.9344 Ni0.0656) (Li0.0656 Ni0.7344 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.9344Ni0.0656)(Li0.0656Ni0.7344Co0.1Mn0.1)O2
R -3 m H,(Li0.9337 Ni0.0663) (Li0.0663 Ni0.7337 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.9337Ni0.0663)(Li0.0663Ni0.7337Co0.1Mn0.1)O2
R -3 m H,(Li0.9333 Ni0.0667) (Li0.0667 Ni0.7333 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.9333Ni0.0667)(Li0.0667Ni0.7333Co0.1Mn0.1)O2
R -3 m H,Na Ni0.2 Fe0.35 Mn0.45 O2,293.0,0.101325,trigonal,NaNi0.2Fe0.35Mn0.45O2
R -3 m H,Li Ni0.6 Co0.2 Mn0.2 O2,293.0,0.101325,trigonal,LiNi0.6Co0.2Mn0.2O2
R -3 c H,(La0.8 Sr0.2) (Mn0.9 Cu0.1) O3,293.0,0.101325,trigonal,(La0.8Sr0.2)(Mn0.9Cu0.1)O3
R 3 m H,Na0.67 Mn0.7 Ni0.2 Mg0.1 O2,293.0,0.101325,trigonal,Na0.67Mn0.7Ni0.2Mg0.1O2
R -3 c H,(La0.7 Sr0.1 Ag0.2) Mn O3,293.0,0.101325,trigonal,(La0.7Sr0.1Ag0.2)MnO3
R -3 c H,(La0.65 Sr0.15 Ag0.2) Mn O3,293.0,0.101325,trigonal,(La0.65Sr0.15Ag0.2)MnO3
R -3 c H,(La0.625 Sr0.175 Ag0.2) Mn O3,293.0,0.101325,trigonal,(La0.625Sr0.175Ag0.2)MnO3
R -3 c H,(La0.55 Sr0.25 Ag0.2) Mn O3,293.0,0.101325,trigonal,(La0.55Sr0.25Ag0.2)MnO3
R -3 c H,(La0.75 Bi0.1 Na0.15) Mn O3,293.0,0.101325,trigonal,(La0.75Bi0.1Na0.15)MnO3
R -3 c H,(La0.65 Bi0.2 Na0.15) Mn O3,293.0,0.101325,trigonal,(La0.65Bi0.2Na0.15)MnO3
R -3 c H,(La0.6 Bi0.25 Na0.15) Mn O3,293.0,0.101325,trigonal,(La0.6Bi0.25Na0.15)MnO3
R -3 c H,(La0.55 Bi0.3 Na0.15) Mn O3,293.0,0.101325,trigonal,(La0.55Bi0.3Na0.15)MnO3
R -3 m H,Li Ni0.83 Co0.11 Mn0.06 O2,293.0,0.101325,trigonal,LiNi0.83Co0.11Mn0.06O2
R -3 c H,La0.7 Ba0.15 Ca0.15 Mn O3,293.0,0.101325,trigonal,La0.7Ba0.15Ca0.15MnO3
R -3 c H,(La0.7 Sr0.3) (Co0.75 Mn0.25) O3,293.0,0.101325,trigonal,(La0.7Sr0.3)(Co0.75Mn0.25)O3
R -3 c H,(La0.7 Sr0.3) (Co0.5 Mn0.5) O3,293.0,0.101325,trigonal,(La0.7Sr0.3)(Co0.5Mn0.5)O3
R -3 c H,La0.62 Nd0.05 Ba0.33 Mn O3,293.0,0.101325,trigonal,La0.62Nd0.05Ba0.33MnO3
P -3 c 1,Ba2 Sn2 Mn Fe10 O22,300.0,0.101325,trigonal,Ba2Sn2MnFe10O22
R -3 m R,Mn1.98 Al3.72 Si8.28 O33.66 H19.32,293.0,0.101325,trigonal,Mn1.98Al3.72Si8.28O33.66H19.32
R -3 c H,Ca3 (Co0.95 Ni0.05) Mn O6,293.0,0.101325,trigonal,Ca3(Co0.95Ni0.05)MnO6
R -3 c H,Ca3 (Co0.9 Ni0.1) Mn O6,293.0,0.101325,trigonal,Ca3(Co0.9Ni0.1)MnO6
R -3 c H,Ca3 (Co0.85 Ni0.15) Mn O6,293.0,0.101325,trigonal,Ca3(Co0.85Ni0.15)MnO6
R -3 c H,(La0.7 Nd0.1 Sr0.2) Mn O3,293.0,0.101325,trigonal,(La0.7Nd0.1Sr0.2)MnO3
R -3 c H,(La0.62 Nd0.18 Sr0.2) Mn O3,293.0,0.101325,trigonal,(La0.62Nd0.18Sr0.2)MnO3
R -3 c H,(La0.6 Nd0.2 Sr0.2) Mn O3,293.0,0.101325,trigonal,(La0.6Nd0.2Sr0.2)MnO3
R -3 m H,Li0.956 Ni0.844 Co0.1 Mn0.1 O2,293.0,0.101325,trigonal,Li0.956Ni0.844Co0.1Mn0.1O2
R 3 c H,(Bi0.99 Gd0.01) (Fe0.95 Mn0.05) O3,293.0,0.101325,trigonal,(Bi0.99Gd0.01)(Fe0.95Mn0.05)O3
R 3 c H,(Bi0.99 Y0.01) (Fe0.95 Mn0.05) O3,293.0,0.101325,trigonal,(Bi0.99Y0.01)(Fe0.95Mn0.05)O3
R 3 2 H,K6 (Mn Mo9 O32) (H2 O)6,293.0,0.101325,trigonal,K6(MnMo9O32)(H2O)6
R -3 c H,(La0.5875 Er0.0125) Sr0.4 Mn O3,293.0,0.101325,trigonal,(La0.5875Er0.0125)Sr0.4MnO3
R -3 c H,(La0.55 Er0.05) Sr0.4 Mn O3,293.0,0.101325,trigonal,(La0.55Er0.05)Sr0.4MnO3
R -3 c H,(La0.5 Er0.1) Sr0.4 Mn O3,293.0,0.101325,trigonal,(La0.5Er0.1)Sr0.4MnO3
R -3 c H,Ca3 Co (Mn0.95 Cr0.05) O6,293.0,0.101325,trigonal,Ca3Co(Mn0.95Cr0.05)O6
R -3 c H,Ca3 Co (Mn0.9 Cr0.1) O6,293.0,0.101325,trigonal,Ca3Co(Mn0.9Cr0.1)O6
R -3 c H,Ca3 Co (Mn0.85 Cr0.15) O6,293.0,0.101325,trigonal,Ca3Co(Mn0.85Cr0.15)O6
R -3 c H,(La1.33 Na0.55) (Mn0.55 Ti1.45) O6,300.0,0.101325,trigonal,(La1.33Na0.55)(Mn0.55Ti1.45)O6
R -3 c H,(La1.33 Na0.44) (Mn0.44 Ti1.56) O6,300.0,0.101325,trigonal,(La1.33Na0.44)(Mn0.44Ti1.56)O6
R -3 c H,(La0.8 Sr0.083) (Mn (O2.783 F0.183)),293.0,0.101325,trigonal,(La0.8Sr0.083)(Mn(O2.783F0.183))
R -3 c H,(La0.717 Sr0.167) (Mn (O2.583 F0.333)),293.0,0.101325,trigonal,(La0.717Sr0.167)(Mn(O2.583F0.333))
R -3 c H,(La0.667 Sr0.317) (Mn (O2.383 F0.55)),293.0,0.101325,trigonal,(La0.667Sr0.317)(Mn(O2.383F0.55))
R -3 c H,(La0.667 Sr0.317) (Mn (O2.333 F0.633)),293.0,0.101325,trigonal,(La0.667Sr0.317)(Mn(O2.333F0.633))
R -3 c H,(La0.633 Sr0.35) (Mn (O2.183 F0.783)),293.0,0.101325,trigonal,(La0.633Sr0.35)(Mn(O2.183F0.783))
R -3 c H,(La0.633 Sr0.35) (Mn (O1.967 F0.967)),293.0,0.101325,trigonal,(La0.633Sr0.35)(Mn(O1.967F0.967))
R -3 m H,(Li0.98 Ni0.02) (Li0.05 Ni0.75 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,(Li0.98Ni0.02)(Li0.05Ni0.75Co0.1Mn0.1)O2
R -3 c H,La1.33 Na0.44 Mn0.44 Ti1.56 O6,293.0,0.101325,trigonal,La1.33Na0.44Mn0.44Ti1.56O6
R -3 c H,(La0.667 (Ba0.5 Ca0.5)0.333) Mn O3,293.0,0.101325,trigonal,(La0.667(Ba0.5Ca0.5)0.333)MnO3
R -3 m H,Li (Ni0.6 Co0.2 Mn0.2) O2,293.0,0.101325,trigonal,Li(Ni0.6Co0.2Mn0.2)O2
R -3 c H,(La0.6 Sr0.4) (Mn0.9 Al0.1 O3),293.0,0.101325,trigonal,(La0.6Sr0.4)(Mn0.9Al0.1O3)
R -3 c H,(La0.6 Sr0.4) (Mn0.85 Al0.15 O3),293.0,0.101325,trigonal,(La0.6Sr0.4)(Mn0.85Al0.15O3)
R -3 c H,(La0.6 Sr0.4) (Mn0.8 Al0.2 O3),293.0,0.101325,trigonal,(La0.6Sr0.4)(Mn0.8Al0.2O3)
R -3 m H,Li (Ni0.8 Co0.1 Mn0.1) O2,293.0,0.101325,trigonal,Li(Ni0.8Co0.1Mn0.1)O2
R -3 m H,(Li1.06 Mn0.61 Fe0.01 Ni0.24) O2,293.0,0.101325,trigonal,(Li1.06Mn0.61Fe0.01Ni0.24)O2
R -3 m H,(Ni0.811 Li0.011 Co0.115 Mn0.063) (Li0.989 Ni0.011) O2,293.0,0.101325,trigonal,(Ni0.811Li0.011Co0.115Mn0.063)(Li0.989Ni0.011)O2
R -3 c H,(La0.7 Ca0.26 Na0.04) Mn O3,293.0,0.101325,trigonal,(La0.7Ca0.26Na0.04)MnO3
R -3 c H,(La0.7 Ca0.24 Na0.06) Mn O3,293.0,0.101325,trigonal,(La0.7Ca0.24Na0.06)MnO3
R -3 c H,(La0.7 Ca0.22 Na0.08) Mn O3,293.0,0.101325,trigonal,(La0.7Ca0.22Na0.08)MnO3
R -3 c H,(La0.7 Ca0.2 Na0.1) Mn O3,293.0,0.101325,trigonal,(La0.7Ca0.2Na0.1)MnO3
R -3 c H,La0.7 Sr0.3 Mn0.99 Cu0.01 O3,293.0,0.101325,trigonal,La0.7Sr0.3Mn0.99Cu0.01O3
R -3 c H,La0.7 Sr0.3 Mn0.975 Cu0.025 O3,293.0,0.101325,trigonal,La0.7Sr0.3Mn0.975Cu0.025O3
R -3 c H,La0.7 Sr0.3 Mn0.96 Cu0.04 O3,293.0,0.101325,trigonal,La0.7Sr0.3Mn0.96Cu0.04O3
R -3 c H,La0.7 Sr0.3 Mn0.95 Cu0.05 O3,293.0,0.101325,trigonal,La0.7Sr0.3Mn0.95Cu0.05O3
R -3 c H,La0.7 Sr0.3 Mn0.925 Cu0.075 O3,293.0,0.101325,trigonal,La0.7Sr0.3Mn0.925Cu0.075O3
R -3 c H,La0.7 Sr0.3 Mn0.9 Cu0.1 O3,293.0,0.101325,trigonal,La0.7Sr0.3Mn0.9Cu0.1O3
R -3 c H,La0.7 Sr0.3 Mn0.875 Cu0.125 O3,293.0,0.101325,trigonal,La0.7Sr0.3Mn0.875Cu0.125O3
R -3 c H,La0.7 Sr0.3 Mn0.85 Cu0.15 O3,293.0,0.101325,trigonal,La0.7Sr0.3Mn0.85Cu0.15O3
R -3 c H,La0.7 Sr0.3 Mn0.9 Fe0.1 O3,293.0,0.101325,trigonal,La0.7Sr0.3Mn0.9Fe0.1O3
R -3 c H,La0.7 Sr0.3 Mn0.8 Fe0.2 O3,293.0,0.101325,trigonal,La0.7Sr0.3Mn0.8Fe0.2O3
R -3 c H,La0.7 Sr0.3 Mn0.7 Fe0.3 O3,293.0,0.101325,trigonal,La0.7Sr0.3Mn0.7Fe0.3O3
R -3 c H,(La0.67 Sr0.33) (Mn0.99 Sn0.01) O3,293.0,0.101325,trigonal,(La0.67Sr0.33)(Mn0.99Sn0.01)O3
R -3 m H,Li Ni0.827 Co0.0558 Mn0.1172 O2,293.0,0.101325,trigonal,LiNi0.827Co0.0558Mn0.1172O2
R -3 m H,Li Ni0.8269 Co0.0554 Mn0.1166 O2,293.0,0.101325,trigonal,LiNi0.8269Co0.0554Mn0.1166O2
R -3 m H,Li Ni0.8260 Co0.0551 Mn0.1164 O2,293.0,0.101325,trigonal,LiNi0.8260Co0.0551Mn0.1164O2
R -3 m H,Li Ni0.8234 Co0.0553 Mn0.1162 O2,293.0,0.101325,trigonal,LiNi0.8234Co0.0553Mn0.1162O2
R -3 c H,La0.57 Bi0.1 Sr0.33 Mn O3,293.0,0.101325,trigonal,La0.57Bi0.1Sr0.33MnO3
R -3 c H,La0.47 Bi0.2 Sr0.33 Mn O3,293.0,0.101325,trigonal,La0.47Bi0.2Sr0.33MnO3
R -3 c H,La0.37 Bi0.3 Sr0.33 Mn O3,293.0,0.101325,trigonal,La0.37Bi0.3Sr0.33MnO3
R -3 m H,Na (Ni0.5 Mn0.25 Ti0.25) O2,293.0,0.101325,trigonal,Na(Ni0.5Mn0.25Ti0.25)O2
R -3 c H,La Ba Fe1.2 Mn0.8 O6,293.0,0.101325,trigonal,LaBaFe1.2Mn0.8O6
R -3 c H,La0.75 K0.19 Sr0.06 Mn O3,293.0,0.101325,trigonal,La0.75K0.19Sr0.06MnO3
R -3 c H,La0.73 K0.21 Sr0.06 Mn O3,293.0,0.101325,trigonal,La0.73K0.21Sr0.06MnO3
R -3 c H,La0.72 K0.22 Sr0.06 Mn O3,293.0,0.101325,trigonal,La0.72K0.22Sr0.06MnO3
R -3 c H,La0.71 K0.23 Sr0.06 Mn O3,293.0,0.101325,trigonal,La0.71K0.23Sr0.06MnO3
R -3 c H,La0.69 K0.25 Sr0.06 Mn O3,293.0,0.101325,trigonal,La0.69K0.25Sr0.06MnO3
R -3 m H,Na Ce0.01 Ni0.5 Mn0.5 O2,293.0,0.101325,trigonal,NaCe0.01Ni0.5Mn0.5O2
R -3 m H,Na0.97 Ce0.06 Ni0.47 Mn0.5 O2,293.0,0.101325,trigonal,Na0.97Ce0.06Ni0.47Mn0.5O2
R -3 m H,Na0.85 Ce0.3 Ni0.35 Mn0.5 O2,293.0,0.101325,trigonal,Na0.85Ce0.3Ni0.35Mn0.5O2
P -3 m 1,Ni0.6 Co0.2 Mn0.2 (O H)2,293.0,0.101325,trigonal,Ni0.6Co0.2Mn0.2(OH)2
R -3 m H,Li0.96 Ni0.81 Co0.1 Mn0.1 O2,293.0,0.101325,trigonal,Li0.96Ni0.81Co0.1Mn0.1O2
R -3 c H,La0.8 Sr0.2 Mn0.9 Fe0.1 O3,293.0,0.101325,trigonal,La0.8Sr0.2Mn0.9Fe0.1O3
R -3 c H,La0.8 Sr0.2 Mn0.85 Fe0.15 O3,293.0,0.101325,trigonal,La0.8Sr0.2Mn0.85Fe0.15O3
R -3 m H,Li0.993 Ni0.8 Mn0.1 Co0.1 O2,293.0,0.101325,trigonal,Li0.993Ni0.8Mn0.1Co0.1O2
R -3 m H,Na Fe0.2 Mn0.4 Ni0.4 O2,293.0,0.101325,trigonal,NaFe0.2Mn0.4Ni0.4O2
P -3 m 1,Na0.1 (Ni0.5 Mn0.4 Ti0.1) O2,293.0,0.101325,trigonal,Na0.1(Ni0.5Mn0.4Ti0.1)O2
R -3 m H,Li Ni0.9 Co0.05 Mn0.05 O2,293.0,0.101325,trigonal,LiNi0.9Co0.05Mn0.05O2
R -3 m H,Li Ni0.8 (Mn0.17 Al0.03) O2,293.0,0.101325,trigonal,LiNi0.8(Mn0.17Al0.03)O2
R -3 m H,Li Ni0.8 (Mn0.15 Al0.05) O2,293.0,0.101325,trigonal,LiNi0.8(Mn0.15Al0.05)O2
R -3 m H,Li Ni0.8 (Mn0.1 Al0.1) O2,293.0,0.101325,trigonal,LiNi0.8(Mn0.1Al0.1)O2
R -3 m H,Na (Ni0.3 Fe0.2 Mn0.5) O2,293.0,0.101325,trigonal,Na(Ni0.3Fe0.2Mn0.5)O2
R -3 m H,Na0.6 Mn0.67 Ni0.22 Fe0.11 O2,293.0,0.101325,trigonal,Na0.6Mn0.67Ni0.22Fe0.11O2
R -3 m H,Na0.6 Mn0.62 Ni0.22 Fe0.16 O2,293.0,0.101325,trigonal,Na0.6Mn0.62Ni0.22Fe0.16O2
R -3 m H,Li Ni0.65 Co0.15 Mn0.2 O2,293.0,0.101325,trigonal,LiNi0.65Co0.15Mn0.2O2
R -3 m H,Na Cu0.2 Fe0.3 Mn0.5 O2,295.0,0.101325,trigonal,NaCu0.2Fe0.3Mn0.5O2
R -3 c H,(La0.8 Sr0.2) (Mn0.95 Ni0.05) O3,295.0,0.101325,trigonal,(La0.8Sr0.2)(Mn0.95Ni0.05)O3
R -3 c H,(La0.8 Sr0.2) (Mn0.90 Ni0.10) O3,295.0,0.101325,trigonal,(La0.8Sr0.2)(Mn0.90Ni0.10)O3
R -3 c H,(La0.8 Sr0.2) (Mn0.85 Ni0.15) O3,295.0,0.101325,trigonal,(La0.8Sr0.2)(Mn0.85Ni0.15)O3
R -3 m H,Na (Ni0.4 Mn0.4 Ti0.2) O2,293.0,0.101325,trigonal,Na(Ni0.4Mn0.4Ti0.2)O2
R -3 c H,(La0.67 Pb0.33) ((Mn0.99 Fe0.01) O3),293.0,0.101325,trigonal,(La0.67Pb0.33)((Mn0.99Fe0.01)O3)
R -3 c H,(La0.67 Pb0.33) ((Mn0.95 Fe0.05) O3),293.0,0.101325,trigonal,(La0.67Pb0.33)((Mn0.95Fe0.05)O3)
R -3 H,(La1.6 Sr0.4) (Co Mn O6),298.0,0.101325,trigonal,(La1.6Sr0.4)(CoMnO6)
R -3 m H,Li Ni0.5 Mn0.4 Ti0.1 O2,293.0,0.101325,trigonal,LiNi0.5Mn0.4Ti0.1O2
P -3,(Ca0.20 Mn0.01 K0.009) (Mn0.89 O2) (H2 O)0.6,293.0,0.101325,trigonal,(Ca0.20Mn0.01K0.009)(Mn0.89O2)(H2O)0.6
R -3 m H,Li (Ni0.2 Co0.6 Mn0.2) O2,293.0,0.101325,trigonal,Li(Ni0.2Co0.6Mn0.2)O2
R -3 c H,(La0.7 Sr0.3) ((Mn0.98 Fe0.02) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.98Fe0.02)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.96 Fe0.04) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.96Fe0.04)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.94 Fe0.06) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.94Fe0.06)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.92 Fe0.08) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.92Fe0.08)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.9 Fe0.1) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.9Fe0.1)O3)
R -3 m H,Li (Ni0.33 Co0.33 Mn0.34) O2,293.0,0.101325,trigonal,Li(Ni0.33Co0.33Mn0.34)O2
R -3 m H,Li (Mg0.33 Co0.33 Mn0.34) O2,293.0,0.101325,trigonal,Li(Mg0.33Co0.33Mn0.34)O2
R -3 c H,(La0.75 Sr0.25) (Mn0.5 Cr0.5 O3),293.0,0.101325,trigonal,(La0.75Sr0.25)(Mn0.5Cr0.5O3)
R -3 c H,(La0.75 Sr0.25) (Mn0.3 Cr0.7 O3),293.0,0.101325,trigonal,(La0.75Sr0.25)(Mn0.3Cr0.7O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.8 Fe0.2) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.8Fe0.2)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.99 Cu0.01) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.99Cu0.01)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.975 Cu0.025) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.975Cu0.025)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.96 Cu0.04) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.96Cu0.04)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.95 Cu0.05) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.95Cu0.05)O3)
R -3 c H,(La0.7 Sr0.3) ((Mn0.925 Cu0.075) O3),293.0,0.101325,trigonal,(La0.7Sr0.3)((Mn0.925Cu0.075)O3)
